worker_location,Skill,Price,SuccessRate
Ukraine,"Video Editing,Video Color CorrectionDigital Video,Music Video,Explainer Video,Video Post Editing,Retouching,Photo Editing,Photography,Videography",19,95
Palestinian Territories,"Data Entry,Customer SupportTechnical Support,Research,Virtual Assistant,Appointment Setting,Cold Calling,Telemarketing,Payments,Credit Repair",5,93
United States,"Logo Design,Business Card DesignAdobe Illustrator,Banner Ad Design,Adobe Photoshop,Graphic Design,Illustration,Label and Package Design,Flyer Design,Social Media Posts",10,98
Colombia,"Autodesk 3ds Max,Pixologic ZbrushSolidWorks,Autodesk AutoCAD,Adobe Photoshop",15,100
Bangladesh,"C#,ASP.NETWebsite Development,Windows Forms,SAP Crystal Reports,JavaScript,Microsoft SQL Server Programming,Microsoft SQL Server,Software Development,Software Architecture & Design",25,
United States,"Instructional Design,Curriculum DesignOnline,Blackboard,Articulate Storyline,Articulate Rise,Microsoft Sharepoint",25,94
China,"Adobe Premiere,Adobe AuditionTranslation English Arabic,Voice Over,Female Voice Over,Translation,Audio Production,Narration,Voice Acting,Game Audio",30,99
Ukraine,"Mixing,MasteringVideo Editing,Sound Design,Sound Editing,Audio Production,Audio Post Production",25,94
United States,"Translation,Translation English FrenchEditing,Writing",27,100
United States,"Book Editing,Children's LiteratureChildren's Writing,Developmental Editing,Line Editing,Editing,Editing & Proofreading",50,100
United States,"Adobe Photoshop,Adobe IllustratoriOS Development,Graphic Design,Web Design,Typography,Creative Direction,Advertising,Autodesk 3ds Max,Archicad",15,
United States,"Graphic Design,Vector GraphicsLogo Design,Branding,Product Label,Print Marketing Materials,Label and Package Design,WordPress,Microsoft PowerPoint,Digital Media",40,100
United Kingdom,"Environment,TourismEconomic Analysis,Geographic,Fashion,Translation German French,Translation Spanish French,Translation English French,French,German",15,
Ukraine,"Audio Production,Voice OverVoice Acting,Voice Talent,Voice Over American Accent,Voice Recording,Audio Recording,Audio Editing,Voice-over Recording",50,100
United States,"Investment Banking,Financial AnalysisFinancial Modeling,Financial Writing,Business Proposal Writing,Excel VBA,Microsoft Excel,Chartered Financial Analyst (CFA),Corporate Finance,Microsoft Power BI Data Visualization",35,100
Philippines,"3D Modeling,Autodesk AutoCADDesign,Architecture Design,Architectural Rendering,Architecture,Architecture Photography,Construction,Construction Management,Management Skills",15,
Ukraine,"Software Architecture & Design,DevOpsProject Management,Research & Development,IT Outsourcing,Time Management,Project Timeline,Decision Making,Leadership,Frontend Development",39,
United States,"Brochure Design,Magazine LayoutAdobe Photoshop,Adobe Illustrator,Adobe InDesign,Business Card Design,Layout Design,Corporate Brand Identity,Graphic Design,Flyer Design",9,95
India,"Ecommerce Platform Development,CopywritingBrand Management,Alibaba Sourcing,Social Media Marketing,Content Writing,Sales Writing,Marketing Strategy",100,100
Ukraine,"PDF Conversion,Microsoft WordMicrosoft Excel,Data Entry,Adobe Acrobat,Arabic,PDF Pro,Graphic Design",5,94
United States,"Web Design,Web UIAdaptive Web Design,Mobile UI Design,Prototype,Figma,User Interface Design,UX Research,Wireframes,UI/UX Prototyping",30,
Philippines,"Video Advertising,Video AdsVideo Design,Video Editing,Video Post Editing,Banner Ads,Adobe After Effects,Adobe Photoshop,Graphic Design",22,98
Ukraine,"Voice Talent,NarrationVoice Over,Audio Editing,Mixing,French - Canadian,Voice Over French,Female Voice Over,eLearning,Advertisement",40,100
Ukraine,"Autodesk AutoCAD,AutoCAD Plant 3DSketchUp,Interior Design",18,
Australia,"Comic Art,Digital IllustrationDrawing,Digital Painting,Paint Tool Sai,Realist Painting,Caricature Drawing,Illustration",15,
Estonia,"3D Modeling,Corona RendererAdobe Photoshop",75,
Serbia,"Maxon Cinema 4D,3D ModelingMotion Graphics,3D Design,Visualization,Adobe After Effects,Art Direction,Compositing,Blender",50,100
United States,"WordPress,Android App DevelopmentiOS Development,Marketing Strategy,Zoho CRM,Zoho Creator,UX/UI,Web/graphic Design,ASP.NET,React Native",50,100
Ukraine,"Photo Editing,RetouchingPhoto Manipulation,Photograph Color Correction,Adobe Photoshop,Image Editing,Image Processing",5,99
United States,"Social Media Post,Poster DesignAdobe Illustrator,Adobe After Effects,Adobe Photoshop,Banner Ad Design,Logo Design,Illustration,Logo Addition,Logo Animation",7,100
El Salvador,"Fashion Design,Concept Designnan",75,100
Ukraine,"Interior Architecture,Architectural DesignLandscape Design,Archicad,Autodesk AutoCAD,Next Limit Maxwell Render,CorelDRAW,Adobe Photoshop,Interior Design,Lumion",20,100
India,"Digital Sculpting,3D ModelingPixologic Zbrush,Blender,Character Design,Illustration,Drawing,Concept Design,Sculpting,Characters/Video Games",37,95
Poland,"Creature Design,Video ProductionGraphic Design,Animation,Wedding Videography",20,100
United States,"Photography,VideographyVideo Editing,Music,VFX Design,Graphic Design,Film Direction,Art Direction,Communications,Animation",62.5,100
United States,"Accounting,BookkeepingXero,Value-Added-Tax (VAT),Tax Returns,Payroll,Bank Reconciliation,Quickbooks,Balance Sheets,Profit & Loss Statements",70,
Canada,"Technical Translation,TranslationAcademic Translation,Reviews,Translation English Portuguese,French,Proofreading,Writing,Transcription,Research",15,
Singapore,"Voice Over English,Female Voice OverVoice Over Canadian Accent,Voice Over American Accent,Voice Talent,Voice Acting,Audio Recording,Medical Narration",50,
Spain,"Linguistics,Computational LinguisticsPhonetics,Translation,Portuguese - Brazilian,Proofreading,Natural Language Generation,Natural Language Processing,Natural Language Toolkit (NLTK),Speech",20,100
Ukraine,"Packaging Design,Product DevelopmentVisual Merchandising,Product Design,Concept Design,Retail Merchandising,Adobe Creative Suite,Digital Art,Motion Graphics,Web Design",125,97
United States,"Autodesk Revit,BIM3D Modeling,Architectural Design,Autodesk AutoCAD,Adobe Photoshop,3D Rendering,SketchUp,Interior Design",18,92
United Kingdom,"Wordfast,Microsoft Wordnan",10,
United States,"Architectural Design,Architectural RenderingInterior Architecture,Interior Design,Autodesk Architecture",30,97
United States,"Microsoft Office,Legal TranslationInterpretation,CATS Software CATS,Translation English Spanish,Spanish Proofreading,Technical Translation,Microsoft Word,Legal Transcription",25,100
Australia,"Subtitles,Academic TranslationFinancial Translation,Medical Translation,Translation Indonesian English",10,
Ukraine,"Quick Books Online,Intuit QuickBooksMicrosoft Excel,Xero,Bookkeeping,FreshBooks,Bank Reconciliation,Accounts Payable Management,Accounts Receivable Management,Accounting",40,95
Greece,"Technical Translation,CopywritingTranslation English Brazilian Portuguese,SEO Writing,Portuguese - Brazilian",5,100
Philippines,"Video Editing,Adobe Premiere ProDaVinci Resolve,Film Direction,Fashion,Color Grading,Video Advertising,Music Video,Wedding Videography,Adobe After Effects",15,
United States,"Product Photography,PhotographyPortrait Photography,Food Photography,Events",95,
Serbia,"Fashion Design,Technical IllustrationApparel,Accessories,Supplier Development,Made-to-Measure,CorelDRAW,Adobe Photoshop,Adobe Illustrator,Fashion Illustration",50,94
Egypt,"FileMaker Pro,DelphiSQL,Database Programming,Database Management",50,98
Serbia,"User Experience Design,WordPressWordPress e-Commerce,Usability Testing,Web Design,HTML,CSS,Adobe Photoshop,Adobe Illustrator,Graphic Design",25,87
United States,"Broadcast Advertising,AnimationVoice Over,Male Voice Over,Acting",35,100
Egypt,"Logo,Logo DesignAdobe Illustrator,Adobe Photoshop,Brand Identity,Packaging Design,Label and Package Design,Corporate Branding,Graphic Design,Brochure Design",40,95
South Korea,"Presentation Design,Microsoft PowerPointAdobe Creative Suite,Corporate Brand Identity,User Experience Design,Adobe Illustrator,Keynote,Print Design,Adobe InDesign,Adobe Photoshop",98,96
Belarus,"Website Development,Web DesignWordPress,Website Analytics,Website",65,100
United Kingdom,"Editing,SEO WritingGhostwriting,Article Writing,Press Release Writing,Non-Fiction Writing,Book Writing,Sales Writing,Sales Copywriting,Writing",124,100
Ukraine,"Adobe Photoshop,Spanish - Castilian (Spain)Russian,English,Adobe Illustrator,Adobe Photoshop Lightroom,Branding,Corporate Brand Identity,Graphic Design,Web Design",25,100
Mexico,"PHP,LaravelJavaScript,React,Vue.js,Custom CMS,WordPress,Shopify,HTML5,CSS3",35,100
United States,"Creative Direction,Graphic DesignLogo Design,Logo Animation,Motion Graphics,3D Animation,3D Modeling,2D Animation,Computer Animation,2D & 3D Logo Animation",35,100
Argentina,"Photography,Adobe PhotoshopAdobe Photoshop Lightroom,Retouching,Microsoft PowerPoint,Photo Manipulation,Photograph Color Correction,Product Photography,Photo Restoration,Photo Editing",15,97
Philippines,"Graphic Design,LogoPackaging Design,Logo Design,Logo,Logo,Adobe Illustrator,Brand Positioning,Brandmark",34.7,100
Pakistan,"Virtual Assistant,Adobe PhotoshopSocial Media Design,Accounting,Data Entry,Translation",9,93
Brazil,"WordPress,Web DesignPSD to HTML,WooCommerce,Logo Design,HTML5,CSS,Adobe Illustrator,Illustration,PHP",12,84
Pakistan,"Translation English Brazilian Portuguese,Translation Brazilian Portuguese EnglishTranslation English Portuguese,Translation Portuguese English,Translation,Portuguese Proofreading,Localization,Website Localization,Software Localization,Writing",20,100
United States,"Adobe After Effects,Motion DesignVFX Design,Lottie,2D Animation,Logo Animation,2D & 3D Logo Animation",30,99
Egypt,"Sound Editing,Adobe SoundboothFilm Dubbing,Film Production",100,100
Ukraine,"Video Editing,Audio EditingAdobe Photoshop,Adobe After Effects,Video Production,Video Upload,Video Conversion,Video Ripping,Video Publishing,Video Post Editing",39.95,98
Canada,"Financial Accounting,BookkeepingIntuit QuickBooks,Financial Analysis,Financial Modeling,Microsoft Excel,Strategic Planning,Bank Reconciliation,Accounts Payable Management,Accounts Receivable Management",48,97
United States,"Thai,TranslationProofreading,Management Skills,Video Production,Transcription,Academic Editing,LaTeX,Sourcing",25,100
Ukraine,"Spanish - Castilian (Spain),Internet ResearchItalian,Translation English Spanish,Word Processing,Transcription,Writing",10,97
United States,"Guitar Composition,Guitar PerformanceSound Recording,Audio Recording,Logic Pro,Rock,Pop,Funk,Jazz,Ambient music",20,100
France,"Customer Support,Technical SupportSales,Zendesk,CRM,Salesforce,Order Tracking,Troubleshooting,Order Fulfillment,Product Research",8,
United States,"Logo Design,VectorWorksBook Cover Design,Flyer Design,Graphic Design,Banner Ad Design,Presentation Design,Branding,Brochure Design,Infographic",45,96
Pakistan,"Voice Over American Accent,Production Sound MixingProofreading,Communications",40,100
United States,"Voice Over,Voice TalentVoice Over English,Voice Recording,Female Voice Over,Audio Recording,Audiobook/Podcast,Audiobook,Voice Acting,Add Voice-over Recording",62.5,97
Portugal,"Logo Design,Brochure DesignFlyer Design,Web Design,Corporate Brand Identity,UI/UX Prototyping,Mobile App Development,Mobile UI Design,Design Grading,Logo",40,100
Venezuela,"Virtual Assistant,Marketing ResearchWeb Research,Data Entry,Customer Service,Network Administration,Lead Generation,Online Research,Internet Marketing,Administrative Support",6,100
United States,"C#,C++Artificial Intelligence,Python,Quantitative Finance,CUDA,FPGA,X86 Assembly Language,Performance Optimization,Mathematical Models",60,93
Bangladesh,"Writing,SEO WritingEditing,Blog Writing,Article Writing,Content Writing,Product Descriptions",44.99,97
Serbia,"Team Management,Social Media ManagementE-Commerce Management,Project Management,Office Administration,Email Handling,Customer Service,Communication,Critical Thinking",10,100
United States,"Arabic (Fosha-formal),English GrammarAcademic Translation,Website Copywriting,Website Translation,Copywriting,Voice Over American Accent,Translation Arabic English,Translation English Arabic,Translation Spanish English",60,
Bangladesh,"JavaScript,WebGLAugmented Reality,TypeScript,React,Angular,HTML,Node.js,three.js,Machine Learning",39,93
Ukraine,"React,Node.jsVue.js,TypeScript,Express,Go,Solidity,Blockchain,Smart Contracts,Ethereum",120,88
Ukraine,"Graphic Design,Adobe IllustratorBranding,Figma,Adobe Photoshop,Style Guide,Logo,Web Design,Marketing,Logo",27,81
Bosnia and Herzegovina,"Excel VBA,2D DesignTranslation English Hebrew,Translation Spanish English,Translation Italian Spanish,Translation English Italian",10,98
Canada,"Recruiting,Human Resource ManagementTranslation Spanish English,Translation English Spanish,LinkedIn Recruiting,Internet Recruiting,HR Consulting,Technical Recruiter,IT Recruiting,Virtual Assistant",30,
Venezuela,"Brand Strategy,Presentation DesignBusiness Plan or Pitch,Business Analysis,Business Consulting,Design Thinking,Business Analysis,Tableau,Data Visualization",33.97,85
Ukraine,"3D Modeling,3D Rendering3D Printing,Corona Renderer,Autodesk 3ds Max,Adobe Photoshop,Texturing,3D Visualization,Product Rendering",15,96
Argentina,"Web Research,Translation Chinese EnglishSocial Media Marketing,Data Entry,Subtitles,Transcription,Marketing Research,Social Media Management,Translation English Chinese,Voice Over",10,90
United States,"Translation,CopywritingProofreading,Adobe PageMaker,Microsoft PowerPoint,Translation English Czech,Translation English Slovak,Translation English Russian,Translation English Ukrainian,Slovakian",30,100
Spain,"Project Management,Digital MarketingMarketing Strategy,SEMrush,Google Ads,B2B Marketing,Marketing Management,Brand Management",28,82
United States,"User Interface Design,Mobile UI DesignUser Experience Design,Landing Page,PSD to HTML,Interaction Design",60,96
Sri Lanka,"Character Design,3D Modeling3D Design,Pixologic Zbrush,Autodesk Maya,KeyShot,3D Printing,Digital Sculpting,Blender,Substance Painter",25,100
Egypt,"Technical Translation,TranscriptionLegal Translation,Medical Translation,Translation English Spanish,Translation Spanish English,Adobe Photoshop,Proofreading,Microsoft Word,Voice Over",10,100
Russia,"Petroleum Engineering,GeologyGeometry,Mathematics,Mining Engineering,Technical Support,Translation,English Grammar,Spanish Proofreading,Scientific Research",35,100
United States,"Virtual Assistant,TranscriptionTranslation,Organizer,Writing,Data Entry,Typing,Google Docs,Google Search,Internet Research",6.5,99
Egypt,"Adobe After Effects,Adobe Premiere ProFinal Cut Pro X,Videography,Video Editing,Video Production,Final Cut Pro,Sony Vegas,Video Design,Film Editing",8,94
Serbia,"Microsoft Excel,Microsoft PowerPointSDL Trados,OpenOffice,Microsoft Word,Adobe PDF,Translation French English,Translation English French",8,91
