Skills,worker_location,Price,SuccessRate
"English,Adobe Creative Suite,Excel,Technical TranslationVirtual Assistant,Exterior RenderingArchitecture Design,Customer SupportZendesk,CSS,Photobook Design,Prototype,eCommerce Website,Account Management,Houdini,eCommerce,Ecommerce Platform Development,Translation Indonesian EnglishTranslation English German",United States,15.3,100.0
"JavaScript,Book Editing,TypeScript,Shopify,Microsoft Excel,Japanese,Translation Italian Spanish,Developmental Editing,Grammar,English Proofreading,Translation Japanese English,English Grammar,eCommerce",United States,18.48,90.0
"Translation Czech English,Information Technology Career Coach,Adobe Photoshop,Illustration,Web Design,Architectural Rendering,Medical Translation,Adobe Illustrator,Architectural Design,Research",Ukraine,41.53,100.0
"Adobe IllustratorAdobe Photoshop,Label and Package Design,Interior Design,eBook Design,Illustration",Austria,30.76,100.0
"English,Chinese,User Experience DesignUser Interface Design,Translation French English,Translation English Italian,Translation English Arabic,Brochure Design,Translation Greek English,Consulting,Solar EnergyWind Power Consulting,Layout Design,Android",United States,45.34,87.0
"Video Animation,Corporate Brand Identity,Trello,Flyer Design",United States,24.99,100.0
"Voice Over Australian Accent,Content SEOTechnical SEO,Amazon FBA,REST,Business Card Design,Android SDK,Adobe Photoshop,Illustration,MySQL,Social Media Marketing,Adobe Illustrator,Flyer Design,Corporate Brand Identity",Ukraine,16.1,100.0
"Writing,Shopify,Translation,Adobe InDesign",Russia,14.89,98.0
"Singing,Narration,Motion Design,Atlassian JIRA,Flyer Design,Microsoft PowerPointData Modeling",United States,71.89,100.0
"ESL Teaching,JavaScript,Translation Spanish English,Problem Solving,Website Copywriting,Data LogisticsLabel and Package Design,Order Tracking,Corporate Brand Identity,Customer Support",Cyprus,145.64,100.0
"Product Rendering,Retouching,Graphic Design,Video Color Correction",Argentina,37.37,99.0
"Translation Czech English,Competitive Analysis,Facebook Marketing,Contract Drafting,Translation Japanese English,Brand Consulting,Flyer Design,Marketing Automation,EditingProofreading,Startup Consulting,Training",Ukraine,62.62,100.0
"JavaScript,Translation English Russian,Comic Art,Adobe After Effects,Communication,Sketching",United Kingdom,37.67,99.0
"iPhone App DevelopmentApple Xcode,JMP,Realist Painting,Lead Generation",United States,40.88,100.0
"Print Design,Adobe After EffectsAnimation,Adobe IllustratorLogo Design,Graphic Design,Logo Design,Instagram Marketing,Voice TalentVoice Acting,Translation English Brazilian Portuguese,Sound Design,Flyer Design,Paint Tool Sai,Supply Chain Management",Mexico,616.86,100.0
"TypeScript,Shopify,Graphic Design,Voice Over,Logo Design,Translation Italian Spanish,Narration,Voice Recording,Shopify SEO",Ukraine,24.8,100.0
"Print Design,Customer Service,Microsoft Excel,Internet Research,Whiteboard Videos,Voice Over,Graphic DesignAdobe Photoshop,Recruiting,Website Localization,Sales Copywriting,Documentary,English Punctuation,Customer Satisfaction,Google Search,Call Handling",Spain,40.31,93.0
"Social Media Management,Editing,Commercial Photography",Ukraine,74.23,96.0
"Desktop Publishing,Pitch Deck,Writing,Brochure DesignMagazine Layout,Motion Design,Proofreading",Canada,31.47,75.0
"Adobe Photoshop,Corporate Brand Identity,Natural Language Processing,Adobe After Effects",Venezuela,61.87,100.0
"TypeScript,Shopify,Lead GenerationData Mining,Graphic Design,Logo Design,Translation Dutch German",United States,108.68,100.0
"Translation Russian Ukrainian,Shopify,Adobe PhotoshopVideo Editing,Voice Over English,Articulate Presenter,WordPress,Adobe Illustrator,Voice Recording,Translation Catalan English",Ukraine,71.59,100.0
"TypeScript,Shopify,Adobe PDF,Electrical Engineering,Virtual Assistant,Instagram Marketing,TypographyMobile App Design,Translation Dutch German,Adobe Illustrator,Data Entry,Email Marketing",Ukraine,6.3,100.0
"Microsoft Excel,jQuery,Data Scraping,Data Encoding,Photo Restoration,Appointment Setting,LaTeXAcademic Translation,PHP,Laravel,Macros",Spain,15.3,99.0
"ESL Teaching,Order FulfillmentOrder Processing,Product Design,Content Creation,Illustration,Administrative Support,Customer Support,Copyediting",United States,43.94,100.0
"Adobe IllustratorAdobe InDesign,Payment Processing,Drawing,Gouache Painting,Machine Learning,Corel Painter,Google Docs,Jewelry Rendering,Python,Kubernetes,Article Writing,Minitab,Amazon Web Services,Flyer Design,PostgreSQL",Greece,31.61,100.0
"TranslationTranscription,Templates,Translation Russian English,Editing,Proofreading",Ukraine,47.06,97.0
"English,Graphic Design,User Experience DesignUser Interface Design,Lead Generation,Logo Design,Interactive Voice Response,Grammar,Adobe Illustrator,Photograph Color Correction,Fluid UI",Cyprus,80.49,100.0
Content Writing,Greece,40.98,100.0
"OntraportWordPress,English,Geographic,Translation,Web DesignGraphic Design,Financial Writing,Translation French English,Translation English Italian,Interactive Voice Response,Adobe Photoshop,Translation English French,Media Analytics,Digital Mapping,Voice Acting",United States,36.07,100.0
"Clothing,Japanese,Musical CompositionAudio Production,Communication Strategy,Voice Over English,Writing,English Spelling,Business,Medical Translation,Presentation Design,English Grammar,Voice Acting,PSD to HTML,Transcription",China,42.25,100.0
"Whiteboard Animation,Microsoft ExcelMicrosoft Excel PowerPivot,Translation Spanish English,Social Media Management,explainer videos,Audio Editing,Logo,Translation English Spanish",Ukraine,39.47,100.0
"Photography,Logo Design,Public Speaking,Writing,Microsoft Outlook,SDL Trados,Flyer Design,Ghostwriting",British Virgin Islands,108.32,98.0
"Translation,Voice Over,Narration,Audiobook,Word Processing,Voice Recording",Panama,28.92,100.0
"Adobe IllustratorAdobe InDesign,Microsoft Excel",Canada,47.82,100.0
"Sales,Project Planning,Logo Design,Call Support,Product Management,Translation Chinese EnglishSocial Media Marketing,Voice Over English,Fashion Photography,WordPress,PHP,IT Strategy",United States,30.37,100.0
"Adobe Photoshop,SEO Writing,Branding Strategy,Video Design",United States,33.14,100.0
"Shopify,Translation,Web Scraper,Adobe PremiereAdobe After Effects,User Experience Design,SEO WritingEditing,eCommerce Website,Product Descriptions,Editing,Facebook MarketingInstagram Marketing,Video Animation,Proofreading",South Korea,46.81,100.0
"Corporate Brand IdentityBook Cover Design,Autodesk Revit,Academic Writing,SalesMarketing,Audiovisual Translation,Proofreading",Canada,83.96,99.0
"Infographics,Audio EditingSound Editing,Adobe Creative Suite,Label and Package Design,Translation,Sound Mixing,Voice Over,Translation Spanish English,Logo Design,Voice Over English,Illustration",Moldova,17.63,100.0
"English,NuendoAudio Production,Video EditingEnglish Proofreading,Virtual Assistant,Prepress,Sketch,Translation English Italian,Brochure Design,Fashion,eBook Design,Translation English Spanish,UX Design,Game Audio,Translation French Spanish,JSON",Ukraine,29.97,100.0
"Translation Italian English,Macros,File Management,Translation English ChineseTranslation Chinese English,SQLLinux System Administration,Customer Support,Adobe InDesign",Ukraine,58.48,83.0
"Sound DesignAudio Editing,Video Production,Logo Animation,Voice Over,Realist Painting,Adobe Photoshop,Web Design,Adobe Illustrator,Auditing,AnimationVoice Over",Australia,32.65,78.0
"Localization,Creative Direction,Mockup,Legal Consulting,Writing,Translation French Russian,WebGL,SDL Trados,Grant Writing",France,18.75,100.0
"Translation Spanish English,Instructional Design,Statistics,Shopify Plus,Financial Reporting,three.js,Shopify,CAD,Mathematics,Data Mining,Menu Design,Tax Preparation,Singing,Excel,Bookkeeping,French,International Taxation,Business Plan,Financial Analysis,Xero,Academic Translation,Translation Dutch German,Inventory Management",United Kingdom,58.67,100.0
"Logo Animation,Adobe Audition,Adobe Photoshop,Computer Skills,Editing,Adobe Illustrator",United States,24.02,100.0
"SQL,Hardware Prototyping,Realist Painting,SaaS,UX,SolidWorks,Angular",Argentina,36.96,100.0
"Illustration,Web Design,SalesTelemarketing,Onshape",Serbia,59.35,97.0
"Internet Research,Whiteboard Videos,Business ValuationFinancial Forecasting,Voice Over,Public Speaking,Typing,Writing,Microsoft Outlook,Web Design,Marketing Automation,Female Voice Over,Advertising Design",India,12.33,100.0
"Video Production,Brand Positioning,English Spelling,Video Animation,Bootstrap,Interpretation",Philippines,48.61,100.0
"QlikTech QlikView,Articulate Storyline,Translation,Illustration",United States,10.83,100.0
"Translation English Slovak,Character Design,Translation English Russian",United Kingdom,3.0,84.0
"Adobe PageMaker,Interaction Design,Writing,Content Writing,Presentation Design,User Interface Design,Adobe InDesign",India,26.88,100.0
"Translation Spanish English,Translation,Interior Design,Finance,Realist Painting,Adobe Premiere Pro",Venezuela,13.59,100.0
"Graphic Design,Illustrations,SAP BusinessOne,Bootstrap,Financial ReportingBudget Planning",Egypt,34.3,98.0
"mobi,Product Listings,Banner AdsBrochure Design,CSSBlockchain,Social Media Marketing,Instagram Stories",Poland,201.67,100.0
"Dialux,DevOps,Frontend Development,Email Support,Content Writing,Time Management,Technical Support,Female Voice Over,Corporate Brand Identity,Chat Support,Answering Product Questions",Pakistan,251.6,100.0
Translation,Russia,8.52,70.0
Internet Research,Bangladesh,29.22,100.0
"Label and Package Design,Social Media Posts,Editorial Design,Adobe PhotoshopAdobe InDesign,English Proofreading,Product Descriptions,Social Media Marketing,Copyediting,Banner Ads",Israel,39.14,100.0
"Autodesk Maya,Graphic DesignMobile UI Design,Book,Graphic DesignAdobe Photoshop,Leadership,KPI Metric Development,Packaging Design,Fiction Writing,Lottie,Adobe Illustrator,CorelDRAWAdobe After Effects,Adobe Premiere Pro,Business,Vector Graphics,Customer Support",Germany,69.85,98.0
"Film Production,Blender,Training",Ukraine,31.77,100.0
"Virtualization,Translation,Video ProductionGraphic Design",Ukraine,50.61,87.0
"Website TranslationAcademic Translation,jQuery,Intuit QuickBooks,Process Design,Business Plan,Scrum,Logo,PHP,Laravel,Adobe InDesignImage Editing,Editing,API Development",Canada,21.38,99.0
"Academic Editing,Graphic Design,User Centered Design,Spanish Proofreading,Content Marketing,Appointment Setting,WordPress,Google Docs,Product Photography,WritingEditorial Writing,Corporate Brand Identity,Amazon Web Services,WooCommerce",Philippines,17.19,100.0
"Translation,Translation Russian English,Translation Thai English,Figma,JMP,Editing,Translation English Russian,Voice Acting,Proofreading",Armenia,60.6,81.0
"Executive Coaching,Project Management,Consumer Segmentation,PhotographyAdobe Photoshop,Photo Editing,Medical Translation,Business Cases",Mexico,39.29,90.0
"Inbound Marketing,Report Writing,Regression Testing,Academic Writing,Laravel,Musical Transcription",Croatia,49.33,100.0
"JavaScript,Video Ads,User Centered Design,Developmental Editing,Green screen,English Punctuation,English Proofreading,Motion Design,Data Entry,Voice Over American Accent,Line Editing,CopywritingAnalytics,Watercolor Painting,Explainer Video,English Grammar",United States,47.53,100.0
"Technical Writing,Business Card Design,Adobe Photoshop,Technical Documentation,Presentation Design",Egypt,18.9,100.0
"Voice ActingVoice Talent,Localization,Voice Over English,Microsoft Word,SDL Trados,Marketing StrategyBusiness Development,Ghostwriting,Sales,Lead GenerationData Mining,Shopify,Voice Over,Grant Application,Public Health,Responsys Marketing,WooCommerce,Translation,Technical WritingeBook Writing,Writing,Translation Italian Spanish,TypographyMobile App Design",Ukraine,19.85,100.0
"Calendar Management,Adobe InDesign,Adobe Illustrator,Poster,Google AdWords Development,Layout Design,Sketching",Croatia,37.16,100.0
"Translation,Technical Writing,Adobe IllustratoriOS Development,Research Papers,Academic Writing,Academic Proofreading,WordPress,Email Copywriting,Econometrics",Argentina,43.86,100.0
"Audiobook,TypeScript,Shopify,Adobe PDF,Voice Over English,Adobe Photoshop,Web Design,Flyer Design,WooCommerce,Shopify SEO",Ukraine,95.64,100.0
"Autodesk Maya,Business Analysis,SEO Writing,Website Content,Whiteboard Videos,Bookkeeping,Figma,Intuit QuickBooks,Risk ManagementProject Timeline,Cost Accounting,Academic Writing,Web Design,Presentation Design,Explainer Video",India,133.06,100.0
"Autodesk AutoCADMastercam,Sales,Shopify,Exterior RenderingArchitecture Design,Branding,Motion Design,Kajabi,SEO BacklinkingLink Building,Corona RendererAdobe Photoshop,Explainer Video",United Kingdom,12.14,100.0
"SEO Writing,Shopify,Management Consulting,Illustration,LinkedIn Recruiting,Photo Manipulation",United States,42.32,100.0
"Microsoft Excel,Translation Russian EnglishEnglish Proofreading,Presentation DesignPresentation,Facebook Advertising,Illustration,Translation English Ukrainian,Vector Graphics",Ukraine,45.19,100.0
"Shopify,Process Improvement,Troubleshooting,RESTful APIAPI Development,Business Innovation,Cloud Security Framework,Adobe Photoshop,eCommerce Website,WordPress,Voice Talent,WooCommerce",Thailand,41.04,100.0
"CopywritingTranslation English Brazilian Portuguese,Brochure Design,Facebook Marketing,PDF Conversion,Editorial Design,Voice Over Arabic,Editing,Technical Translation,Adobe After Effects,Microsoft PowerPoint,Content Writing",Ukraine,28.02,99.0
"Proofreading,Microsoft Word,Cover Design",China,74.95,100.0
"Translation,English Punctuation,English Proofreading,Editorial Design,Adobe Photoshop,Adobe Illustrator",Egypt,39.6,100.0
"SEO Writing,Photography,Podcast Production,Logo Design,Typing,Digital Photography,Product Photography,Adobe Photoshop Lightroom,Photograph Color Correction,Adobe After Effects",Ukraine,29.34,100.0
"Print Design,ASP.NET,Sketch,Translation English Slovak,Google Slides,Microsoft PowerPoint,Google AdWords Development,Voice Recording,Radio BroadcastingNarration",United States,137.23,100.0
"Print Design,Translation English German,Typography,Shopify,Translation Italian Spanish,Adobe IllustratorAdobe Creative Suite,Editorial Design,Adobe Photoshop,eCommerce Website,Adobe Illustrator,Insurance Consulting,eCommerce,Ecommerce Platform Development",Ukraine,39.39,100.0
"Blog Content,Translation Spanish EnglishLegal Translation,Drawing,Logo Design,Voice Over American Accent,Administrative Support",Macedonia,28.5,55.0
"Translation English German,Data EntryData Mining,Translation Russian English,Electrical Engineering,Translation,TranslationSubtitles,KDP,Slovakian,LinkedIn Recruiting,Editing,Cartoon,Proofreading",Serbia,42.78,99.0
"Sales,Book,Voice Over,Unbounce,Sketch,Finance,LexisNexis Accurint,Illustration,Female Voice Over,Storytelling",Cambodia,17.39,100.0
"Internet Research,Virtual Assistant,Presentation Design,Translation English Ukrainian,ePub",United States,34.74,98.0
"Translation English German,Translation,Excel VBA,Business Development,Corporate Law,Adobe XD,Translation Polish English,Adobe Illustrator,Web Research",Moldova,153.82,99.0
"Microsoft Excel,SEO Writing,SolidWorks,Product Design,Industrial Design,Blender,Flyer Design,AnimationVoice Over",India,41.54,99.0
